id,original_language,title,genre_list,cast_list,crew_list,comp_list
9437,en,Kiss the Girls,Drama Mystery Thriller Crime ,AlexCross KateMcTiernan Det.NickRuskin ,Gary Fleder,ParamountPictures RysherEntertainment 
525,en,The Blues Brothers,Music Comedy Action Crime ,ElwoodBlues(asElwood) 'Joliet'JakeBlues(asJake) ReverendCleophusJames ,John Landis,UniversalPictures 
10188,en,The Sisterhood of the Traveling Pants 2,Adventure Comedy Drama Family ,LenaKaligaris TibbyRollins CarmenLowell ,Sanaa Hamri,
63574,en,Joyful Noise,Comedy Music ,ViRoseHill G.G.Sparrow OliviaPalmer ,Todd Graff,AlconEntertainment O.N.C.Entertainment FarrellPauraProductions GospelTruthPictures 
245,en,About a Boy,Drama Comedy Romance ,Will MarcusBrewer FionaBrewer ,Chris Weitz,UniversalPictures 
9825,en,Lake Placid,Horror Comedy Action Science Fiction Thriller ,JackWells KellyScott HectorCyr ,Steve Miner,Fox2000Pictures PhoenixPictures RockingChairProductions 
186,en,Lucky Number Slevin,Drama Thriller Crime Mystery ,Slevin Mr.Goodkat Lindsey ,Paul McGuigan,TheWeinsteinCompany FilmEngine CapitolFilms AscendantPictures VIPMedienfonds4 TheComplexStudio 
9549,en,The Right Stuff,Drama History ,GusGrissom GordonCooper JohnGlenn ,Philip Kaufman,WarnerBros. TheLaddCompany 
61891,en,Anonymous,Drama History Thriller ,YoungEarlofOxford EdwarddeVere WilliamCecil ,Roland Emmerich,ColumbiaPictures CentropolisEntertainment 
34584,en,The NeverEnding Story,Drama Family Fantasy Adventure ,Bastian Bastian'sFather Atreyu ,Wolfgang Petersen,ProducersSalesOrganization BavariaFilm DieterGeisslerFilmproduktion WarnerBros. WestdeutscherRundfunk(WDR) BavariaStudios 
2666,en,Dark City,Mystery Science Fiction ,JohnMurdoch InspectorFrankBumstead Dr.DanielP.Schreber ,Alex Proyas,NewLineCinema MysteryClockCinema 
12783,en,The Duchess,Drama History Romance ,"GeorgianaCavendish,DuchessofDevonshire DukeofDevonshire RichardBrinsleySheridan ",Saul Dibb,BIMDistribuzione BBCFilms ParamountVantage QwertyFilms Pathé MagnoliaMaeFilms 
13155,en,Return to Oz,Adventure Family Fantasy ,DorothyGale Dr.Worley/NomeKing NurseWilson/Mombi ,Walter Murch,SilverScreenPartnersII OzProductionsLtd. 
42807,en,The Newton Boys,Crime Action Drama ,WillisNewton JoeNewton JessNewton ,Richard Linklater,TwentiethCenturyFoxFilmCorporation DetourFilmproduction 
28355,en,Case 39,Horror Mystery Thriller ,EmilyJenkins LillithSullivan DetectiveMikeBarron ,Christian Alvart,ParamountVantage AnonymousContent MisherFilms Case39Productions 
8080,en,Suspect Zero,Crime Thriller ,FranKulok ThomasMackelway BenjaminO'Ryan ,E. Elias Merhige,ParamountPictures Cruise/WagnerProductions LakeshoreEntertainment IntermediaFilms 
5126,en,Martian Child,Drama ,David Dennis Harlee ,Menno Meyjes,NewLineCinema 
56288,en,Spy Kids: All the Time in the World,Family Comedy Action ,MarissaCortezWilson CecilWilson RebeccaWilson ,Robert Rodriguez,DimensionFilms 
303858,en,Money Monster,Thriller ,LeeGates PattyFenn KyleBudwell ,Jodie Foster,TriStarPictures SonyPicturesReleasing SmokehousePictures LStarCapital AllegianceTheater 
1613,en,The 51st State,Thriller Action Comedy Crime ,ElmoMcElroy FelixDeSouza DakotaParker ,Ronny Yu,FilmCouncil AllianceAtlantisCommunications TheFilmConsortium FocusFilms MomentumFilms NationalLottery CanadianFilmorVideoProductionTaxCredit(CPTC) ArtistsProductionGroup(APG) FiftyFirstFilms 
31582,en,Flawless,Comedy Drama ,WaltKoontz Rusty LeonardWilcox ,Joel Schumacher,Metro-Goldwyn-Mayer(MGM) 
16617,en,Mindhunters,Mystery Thriller Crime ,GabeJensen LucasHarper SaraMoore ,Renny Harlin,AvenuePicturesProductions WeedRoadPictures IntermediaFilms EgmondFilm&Television DimensionFilms OutlawProductions(I) Mindhunters(UK)Limited MindhuntersProductieBV TonnaOy OutlawVictoriaProductionsInc. 
8944,en,What Just Happened,Comedy Drama ,Himself Ben Himself ,Barry Levinson,2929Productions LinsonEntertainment ArtLinsonProductions TribecaProductions 
41488,en,The Statement,Drama Thriller ,PierreBrossard AnnemarieLivi ColonelRoux ,Norman Jewison,SonyPicturesClassics BBCFilms SerendipityPointFilms TéléfilmCanada OdessaFilms Movision AstralMedia CorusEntertainment CompanyPictures 
37028,en,The Magic Flute,Comedy Drama Music ,Tamino Pamina Sarastro ,Kenneth Branagh,WaltdeFaria 
14560,en,Paul Blart: Mall Cop,Action Adventure Comedy Family ,PaulBlart VeckSims Amy ,Steve Carr,ColumbiaPictures HappyMadisonProductions RelativityMedia HeyEddie 
10330,en,Freaky Friday,Comedy ,TessColeman AnnaColeman Ryan ,Mark Waters,WaltDisneyPictures GunnFilms CasualFridayProductions 
6957,en,The 40 Year Old Virgin,Comedy Romance ,AndyStitzer Trish David ,Judd Apatow,UniversalPictures ApatowProductions 
1934,en,Shakespeare in Love,Romance History ,WillShakespeare ViolaDeLesseps PhilipHenslowe ,John Madden,MiramaxFilms UniversalPictures BedfordFallsProductions 
169917,en,A Walk Among the Tombstones,Crime Drama Mystery Thriller ,MatthewScudder KennyKristo Ray ,Scott Frank,DoubleFeatureFilms JerseyFilms 1984PrivateDefenseContractors CrossCreekPictures ExclusiveMediaGroup TravelingPictureShowCompany(TPSC) FreeStatePictures DaVinciMediaVentures 
951,en,Kindergarten Cop,Comedy ,DetectiveJohnKimble JoycePalmieri/RachelCrisp DetectivePhoebeO'Hara ,Ivan Reitman,ImagineEntertainment UniversalPictures 
10189,en,Pineapple Express,Action Comedy ,DaleDenton SaulSilver Red ,David Gordon Green,ColumbiaPictures ApatowProductions 
9454,en,Ever After: A Cinderella Story,Drama Romance Comedy ,DanielleDeBarbarac PrinceHenry BaronessRodmillaDeGhent ,Andy Tennant,TwentiethCenturyFoxFilmCorporation 
2055,en,Open Range,Western ,CharleyWaite BossSpearman DentonBaxter ,Kevin Costner,TigProductions TouchstonePictures BeaconPictures CobaltMediaGroup 
1551,en,Flatliners,Drama Horror Science Fiction Thriller ,Nelson RachelMannus DavidLabraccio ,Joel Schumacher,ColumbiaPicturesCorporation StonebridgeEntertainment 
5902,en,A Bridge Too Far,Drama History War ,Lt.Gen.Fredrick.Browning Sgt.EddieDohun Lt.Col.JohnO.E.Vandeleur ,Richard Attenborough,UnitedArtists JosephE.LevineProductions 
11460,en,Red Eye,Horror Thriller ,LisaReisert JacksonRippner JoeReisert ,Wes Craven,DreamWorksSKG Craven-MaddalenaFilms BenderSpink 
9358,en,Final Destination 2,Horror Mystery ,ClearRivers KimberlyCorman OfficerThomasBurke ,David R. Ellis,NewLineCinema Zide-PerryProductions 
134,en,"O Brother, Where Art Thou?",Action Adventure Comedy ,UlyssesEverettMcGill PeteHogwallop DelmarO'Donnell ,Joel Coen,UniversalPictures MikeZossProductions StudioCanal TouchstonePictures WorkingTitleFilms 
22894,en,Legion,Horror ,Michael BobHanson Gabriel ,Scott Stewart,BoldFilms 
134374,en,Pain & Gain,Thriller Crime Action ,DanielLugo PaulDoyle AdrianDoorbal ,Michael Bay,ParamountPictures DeLinePictures 
1901,en,In Good Company,Comedy Drama Romance ,CarterDuryea AlexForeman DanForeman ,Paul Weitz,DepthofField 
15028,en,Clockstoppers,Adventure Family Science Fiction Thriller ,ZakGibbs Francesca Dr.Gibbs ,Jonathan Frakes,ParamountPictures NickelodeonMovies ValhallaMotionPictures 
11509,en,Silverado,Action Crime Drama Western ,Paden Emmett Jake ,Lawrence Kasdan,ColumbiaPictures 
7445,en,Brothers,Drama Thriller War ,SamCahill TommyCahill GraceCahill ,Jim Sheridan,Lionsgate RelativityMedia SighvatssonFilms MichaelDeLucaProductions PalomarPictures(II) 
17047,en,Agent Cody Banks 2: Destination London,Comedy ,CodyBanks DerekBowman EmilySommers ,Kevin Allen,SplendidPictures MaverickFilms Metro-Goldwyn-Mayer(MGM) DylanSellersProductions MadacyEntertainment 
62838,en,New Year's Eve,Comedy Romance ,StanHarris LauraCarrington Randy ,Garry Marshall,NewLineCinema 
2057,en,Original Sin,Drama Thriller Mystery Romance ,JuliaRussell/BonnieCastle LuisAntonioVargas ColonelWorth ,Michael Cristofer,Metro-Goldwyn-Mayer(MGM) 
70436,en,The Raven,Crime Thriller Mystery ,EdgarAllanPoe DetectiveEmmettFields Emily ,James McTeigue,RelativityMedia 
16784,en,Welcome to Mooseport,Comedy ,"Harold'Handy'Harrison Monroe""Eagle""Cole GraceSutherland ",Donald Petrie,TwentiethCenturyFoxFilmCorporation IntermediaFilms MediastreamVierteFilmGmbH&Co.VermarktungsKG MooseportProductions 
8011,en,Highlander: The Final Dimension,Action Fantasy Science Fiction ,Connor'TheHighlander'MacLeod Kane AlexJohnson/Sarah ,Andrew Morahan,Trans-Film InitialGroupe LumièrePictures Fallingcloud 
31640,en,Blood and Wine,Crime Drama Thriller ,AlexGates Jason Gabriela'Gabby' ,Bob Rafelson,FoxSearchlightPictures MarmontProductions Blood&WineProductions MajesticFilmsInternational 
9092,en,Snow White: A Tale of Terror,Fantasy Horror ,LadyClaudiaHoffman LordFriedrichHoffman Lilliana'Lilly'Hoffman ,Michael Cohn,InterscopeCommunications PolygramFilmedEntertainment 
2779,en,The Curse of the Jade Scorpion,Comedy Crime Mystery Romance Thriller ,ChrisMagruder BettyAnnFitzgerald CWBriggs ,Woody Allen,DreamWorksSKG GravierProductions 
316002,en,Accidental Love,Romance Comedy ,HowardBirdwell AliceEckle Scott ,David O. Russell,K.JAMMedia 
36355,en,Flipper,Adventure Family ,SandyRicks PorterRicks DirkMoran ,Alan Shapiro,UniversalPictures TheBubbleFactory AmericanFilms 
238615,en,Self/less,Science Fiction Mystery Thriller ,YoungDamian Damian Madeline ,Tarsem Singh,EndgameEntertainment RamBergmanProductions 
1985,en,The Constant Gardener,Drama Mystery Thriller ,JustinQuayle TessaQuayle SandyWoodrow ,Fernando Meirelles,StudioBabelsberg EpsilonMotionPictures UKFilmCouncil ScionFilms FocusFeatures BlueSkyFilms PotboilerProductions 
615,en,The Passion of the Christ,Drama ,Jesus Maria MariaMagdalena ,Mel Gibson,IconProductions TwentiethCenturyFoxFilmCorporation 
788,en,Mrs. Doubtfire,Comedy Drama Family ,DanielHillard/Mrs.Doubtfire MirandaHillard StuartDunmeyer ,Chris Columbus,TwentiethCenturyFoxFilmCorporation BlueWolf 
380,en,Rain Man,Drama ,RaymondBabbitt CharlieBabbitt Susanna ,Barry Levinson,UnitedArtists StarPartnersIILtd. 
13223,en,Gran Torino,Drama ,WaltKowalski FatherJanovich TaoVangLor ,Clint Eastwood,VillageRoadshowPictures MalpasoProductions GerberPictures WarnerBros. DoubleNickelEntertainment MattenProductions WVFilmsIV 
10523,en,W.,Drama History ,GeorgeW.Bush LauraBush BarbaraBush ,Oliver Stone,IxtlanProductions EmperorMotionPictures GlobalEntertainmentGroup 
8681,en,Taken,Action Thriller ,Bryan Lenore Kim ,Pierre Morel,TwentiethCenturyFoxFilmCorporation M6Films Canal+ TPSStar GriveProductions EuropaCorp M6 WintergreenProductions AllPicturesMedia 
239571,en,The Best of Me,Drama Romance ,AmandaCollier DawsonCole YoungAmandaCollier ,Michael Hoffman,RelativityMedia 
619,en,The Bodyguard,Thriller Action Drama Music Romance ,RachelMarron FrankFarmer NickiMarron ,Mick Jackson,TigProductions WarnerBros. KasdanPictures 
424,en,Schindler's List,Drama History War ,OskarSchindler ItzhakStern AmonGoeth ,Steven Spielberg,UniversalPictures AmblinEntertainment 
50014,en,The Help,Drama ,Eugenia'Skeeter'Phelan AibileenClark MinnyJackson ,Tate Taylor,DreamWorksSKG 1492Pictures ParticipantProductions ImagenationAbuDhabiFZ RelianceEntertainment TouchstonePictures 
162903,en,The Fifth Estate,Drama Thriller ,JulianAssange DanielDomscheit-Berg SamCoulson ,Bill Condon,DreamWorksSKG ParticipantMedia RelianceEntertainment TouchstonePictures AnonymousContent 
11024,en,Scooby-Doo 2: Monsters Unleashed,Mystery Fantasy Adventure Comedy ,Fred Daphne Shaggy ,Raja Gosnell,MosaicMediaGroup WarnerBros. 
208763,ru,Forbidden Kingdom,Thriller Adventure Mystery Fantasy ,JonathanGreen Petrus Nastusya ,Oleg Stepchenko,UniversalPictures Ankor-Film 
6466,en,Freddy vs. Jason,Horror ,FreddyKrueger JasonVoorhees WillRollins ,Ronny Yu,NewLineCinema CecchiGoriGroupTigerCinematografica AveryPix SeanS.CunninghamFilms CrystalLakeEntertainment WTCProductions YannixTechnologyCorporation 
254024,en,The Face of an Angel,Thriller Drama ,SimoneFord Melanie Thomas ,Michael Winterbottom,RevolutionFilms BBCFilms Cattleya VedetteFinance Multitrade YpsilonFilms 
12589,en,Jimmy Neutron: Boy Genius,Action Adventure Animation Comedy Family Fantasy Science Fiction ,James'Jimmy'IsaacNeutron(voice) JudyNeutron(voice)/VOX(voice) HughNeutron(voice) ,John A. Davis,NickelodeonMovies UniversalCartoonStudios ParamountAnimation 
7191,en,Cloverfield,Action Thriller Science Fiction ,Marlena Lily Beth ,Matt Reeves,ParamountPictures BadRobot 
1497,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction Adventure Action Comedy Family ,AprilO'Neil ProfessorJordonPerry Michaelangelo/SohoMan ,Michael Pressman,NewLineCinema GoldenHarvestCompany 
117,en,The Untouchables,Crime Drama History Thriller ,EliotNess JimMalone AgentOscarWallace ,Brian De Palma,ParamountPictures 
6977,en,No Country for Old Men,Crime Drama Thriller ,SheriffEdTomBell AntonChigurh LlewelynMoss ,Joel Coen,MiramaxFilms ScottRudinProductions ParamountVantage MikeZossProductions 
168530,en,Ride Along,Action Comedy ,James BenBarber Santiago ,Tim Story,UniversalPictures RainforestFilms CubeVision RelativityMedia 
634,en,Bridget Jones's Diary,Comedy Romance Drama ,BridgetJones MarkDarcy DanielCleaver ,Sharon Maguire,MiramaxFilms UniversalPictures StudioCanal WorkingTitleFilms LittleBird 
392,en,Chocolat,Comedy Drama Romance ,VianneRocher ComtePauldeReynaud Roux ,Lasse Hallström,MiramaxFilms DavidBrownProductions FatFree 
10327,en,"Legally Blonde 2: Red, White & Blonde",Comedy ,ElleWoods Rep.VictoriaRudd GraceRossiter ,Charles Herman-Wurmfeld,TypeAFilms MarcPlattProductions Metro-Goldwyn-Mayer(MGM) 
88042,en,Parental Guidance,Comedy ,ArtieDecker DianeDecker Alice ,Andy Fickman,TwentiethCenturyFoxFilmCorporation DuneEntertainment DuneEntertainmentIII CherninEntertainment WaldenMedia FaceProductions 
41630,en,No Strings Attached,Comedy Romance ,EmmaKurtzman AdamFranklin AlvinFranklin ,Ivan Reitman,KatalystFilms TheMontecitoPictureCompany HandsomecharlieFilms 
11969,en,Tombstone,Action Adventure Drama History Western ,WyattEarp DocHolliday VirgilEarp ,George P. Cosmatos,HollywoodPictures CinergiPicturesEntertainment 
2085,en,Romeo Must Die,Action Crime Thriller ,HangSing TrishO`Day Mac ,Andrzej Bartkowiak,SilverPictures WarnerBros. 
794,en,The Omen,Horror Thriller ,RobertThorn KatherineThorn KeithJennings ,Richard Donner,TwentiethCenturyFoxFilmCorporation MaceNeufeldProductions 
9286,en,Final Destination 3,Horror Mystery ,WendyChristensen KevinFischer IanMcKinley ,James Wong,NewLineCinema Zide-PerryProductions KumarMobiliengesellschaftmbH&Co.ProjektNr.1KG HardEightPictures MatineePictures PracticalPictures 
77877,en,The Lucky One,Drama Romance ,LoganThibault Nana BethClayton ,Scott Hicks,VillageRoadshowPictures DiNoviPictures WarnerBros. LangleyParkProduction 
1265,en,Bridge to Terabithia,Adventure Drama Family ,JessAarons LeslieBurke JackAarons ,Gábor Csupó,WaldenMedia HalLiebermanCompany LaurenLevineProductionsInc. 
866,en,Finding Neverland,Drama ,SirJamesMatthewBarrie SylviaLlewelynDavies Mrs.EmmaduMaurier ,Marc Forster,MiramaxFilms FilmColony 
175555,en,A Madea Christmas,Comedy Drama ,Madea Eileen Lacey ,Tyler Perry,LionsGate 
75174,en,The Grey,Action Drama Thriller ,JohnOttway JeromeTalget JohnDiaz ,Joe Carnahan,ScottFreeProductions 1984PrivateDefenseContractors LDEntertainment OpenRoadFilms InfernoDistribution ChambaraPictures 
11096,en,Hide and Seek,Horror Mystery Thriller ,DavidCallaway EmilyCallaway Katherine ,John Polson,TwentiethCenturyFoxFilmCorporation Fox2000Pictures JosephsonEntertainment MBCBeteiligungsFilmproduktion 
8699,en,Anchorman: The Legend of Ron Burgundy,Comedy ,RonBurgundy VeronicaCorningstone BrianFantana ,Adam McKay,ApatowProductions 
769,en,GoodFellas,Drama Crime ,JamesConway HenryHill TommyDeVito ,Martin Scorsese,WinklerFilms 
10923,en,Agent Cody Banks,Action ,CodyBanks NatalieConnors RonicaMiles ,Harald Zwart,SplendidPictures MaverickFilms Metro-Goldwyn-Mayer(MGM) DylanSellersProductions MadacyEntertainment 
11283,en,Nanny McPhee,Fantasy Comedy Family ,NannyMcPhee Mr.Brown Evangeline ,Kirk Jones,UniversalPictures ThreeStrangeAngels StudioCanal Metro-Goldwyn-Mayer(MGM) WorkingTitleFilms NannyMcPheeProductions 
111,en,Scarface,Action Crime Drama Thriller ,TonyMontana MannyRibera ElviraHancock ,Brian De Palma,UniversalPictures 
11676,en,Nothing to Lose,Action Adventure Comedy ,"NickBeam TerrencePaul""T-Paul""Davidson Davis""Rig""Lanlow ",Steve Oedekerk,TouchstonePictures 
746,en,The Last Emperor,Drama History ,Puyi ReginalFlemmingJohnson WangJung ,Bernardo Bertolucci,ColumbiaPictures HemdaleFilmCorporation RecordedPicturesCompany Soprofilms TAOFilm Yanco 
77866,en,Contraband,Thriller Action Drama Crime ,ChrisFarraday KateFarraday SebastianAbney ,Baltasar Kormákur,UniversalPictures StudioCanal RelativityMedia LeverageManagement ClosesttotheHoleProductions FarradayFilms LeverageEntertainment WorkingTitleFilms BlueeyesProductions 
9416,en,Money Talks,Action Adventure Comedy ,FranklinHatchett JamesRussell GraceCipriani ,Brett Ratner,NewLineCinema 
7345,en,There Will Be Blood,Drama ,DanielPlainview PaulSunday/EliSunday H.W. ,Paul Thomas Anderson,MiramaxFilms GhoulardiFilmCompany ParamountVantage 
14317,en,The Wild Thornberrys Movie,Animation Adventure Family ,ElizaThornberry(voice) Darwin(voice) Phaedra(voice) ,Cathy Malkasian,ParamountPictures NickelodeonMovies ParamountAnimation 
20694,en,Rugrats Go Wild,Animation Family ,TommyPickles ChuckieFinster PhilDeVille/LilDeVille/BettyDeVille ,Norton Virgien,NickelodeonMovies ParamountAnimation 
12277,en,Undercover Brother,Action Comedy ,UndercoverBrother Mr.Feather WhiteSheDevil ,Malcolm D. Lee,UniversalPictures 
9779,en,The Sisterhood of the Traveling Pants,Drama Comedy ,TibbyRollins LenaKaligaris CarmenLowell ,Ken Kwapis,DiNoviPictures AlconEntertainment AlloyEntertainment 
2140,en,Kiss of the Dragon,Action Crime Thriller ,LiuJian JessicaKamen Insp.Richard ,Chris Nahon,TwentiethCenturyFoxFilmCorporation CurrentEntertainment ImmortalEntertainment Canal+ EuropaCorp QualityGrowthInternationalLtd. 
12620,en,The House Bunny,Romance Comedy ,Shelley Natalie Mona ,Fred Wolf,ColumbiaPictures HappyMadisonProductions RelativityMedia AltaLomaEntertainment 
14177,en,Beauty Shop,Comedy Romance ,GinaNorris Lynn Terri ,Bille Woodruff,Metro-Goldwyn-Mayer(MGM) 
198185,en,Million Dollar Arm,Drama ,J.B.Bernstein TomHouse BrendaPaauwe ,Craig Gillespie,WaltDisneyPictures 
227156,en,The Giver,Drama Science Fiction ,TheGiver ChiefElder Jonas ,Phillip Noyce,TheWeinsteinCompany WaldenMedia TonikProductions AsisProductions 
10735,en,What a Girl Wants,Comedy ,DaphneReynolds HenryDashwood LibbyReynolds ,Dennie Gordon,DiNoviPictures GerberPictures GaylordFilms WarnerBros. SloaneSquareFilms HSITomorrowFilm 
11351,en,Jeepers Creepers 2,Horror Thriller ,"JackTaggart,Sr. TheCreeper Deaundre'DoubleD'Davis ",Victor Salva,UnitedArtists AmericanZoetrope MyriadPictures JeepersCreepersII 
10030,en,Good Luck Chuck,Comedy Drama Romance ,Dr.CharlieLogan CamWexler Dr.StuKaminsky ,Mark Helfrich,Lionsgate KarzEntertainment 
10623,en,Cradle 2 the Grave,Action Crime Drama ,Su AnthonyFait Sona ,Andrzej Bartkowiak,SilverPictures WarnerBros. 
590,en,The Hours,Drama ,VirginiaWoolf LauraBrown ClarissaVaughan ,Stephen Daldry,ParamountPictures MiramaxFilms ScottRudinProductions 
9655,en,She's the Man,Comedy Drama Family Romance ,Viola Duke Olivia ,Andy Fickman,DreamWorksSKG LakeshoreEntertainment 
1268,en,Mr. Bean's Holiday,Family Comedy ,Mr.Bean Stepan Sabine ,Steve Bendelack,TigerAspectProductions WorkingTitleFilms 
11237,en,Anacondas: The Hunt for the Blood Orchid,Adventure Action Horror Science Fiction Thriller ,BillJohnson SamRogers Dr.JackByron ,Dwight H. Little,ScreenGems MiddleForkProductions 
190955,en,Blood Ties,Thriller Crime Drama ,ChrisPierzynski Frank Monica ,Guillaume Canet,WildBunch LGMProductions LesProductionsduTrésor MarsDistribution Canal+ FranceTélévision WorldviewEntertainment Ciné+ M6 France3Cinema CaneoFilms GrisbiProductions France4 W9 Chi-Fou-MiProductions TreasureCompany 
5123,en,August Rush,Drama ,AugustRush LylaNovacek LouisConnelly ,Kirsten Sheridan,WarnerBros. CJEntertainment SouthpawEntertainment 
4518,en,Elizabeth,Drama History ,ElisabethI SirFrancisWalsingham DukeofNorfolk ,Shekhar Kapur,ChannelFourFilms PolyGramFilmedEntertainment WorkingTitleFilms 
11932,en,Bride of Chucky,Horror Comedy ,Chucky Tiffany Chucky(voice) ,Ronny Yu,UniversalPictures MidwinterProductionsInc. 
11165,en,Tora! Tora! Tora!,History Action Drama Adventure War ,"AdmiralHusbandE.Kimmel Vice-AdmiralIsorokuYamamoto HenryL.Stimson,U.S.SecretaryofWar ",Richard Fleischer,TwentiethCenturyFoxFilmCorporation 
6116,en,Spice World,Adventure Fantasy Drama Comedy Music ,Victoria MelanieB Emma ,Bob Spiers,ColumbiaPicturesCorporation 
57431,en,The Sitter,Comedy ,Karl NoahJaybird Slater ,David Gordon Green,TwentiethCenturyFoxFilmCorporation MichaelDeLucaProductions RoughHousePictures 
21724,en,Dance Flick,Action Comedy Music ,Megan Thomas Charity ,Damien Dante Wayans,ParamountPictures MTVFilms WayansBros.Entertainment 
278,en,The Shawshank Redemption,Drama Crime ,AndyDufresne EllisBoyd'Red'Redding WardenSamuelNorton ,Frank Darabont,CastleRockEntertainment 
9290,en,Crocodile Dundee in Los Angeles,Adventure Comedy ,MichaelJ.'Crocodile'Dundee SueCharleton ArnanRothman ,Simon Wincer,BungalowProductions SilverLionFilms VisionViewEntertainment 
11543,en,Kingpin,Comedy ,RoyMunson IshmaelBoorg Claudia ,Bobby Farrelly,MotionPictureCorporationofAmerica Metro-Goldwyn-Mayer(MGM) 
284536,en,The Gambler,Thriller Crime Drama ,JimBennett Frank AmyPhillips ,Rupert Wyatt,ParamountPictures ClosesttotheHoleProductions LeverageEntertainment Chartoff-WinklerProductions 
152737,en,August: Osage County,Comedy Drama ,VioletWeston BarbaraWeston CharlesAiken ,John Wells,JeanDoumanianProductions SmokehousePictures 
13374,en,Ice Princess,Drama Comedy Family ,CaseyCarlyle JoanCarlyle Ann ,Tim Fywell,WaltDisneyPictures BridgetJohnsonFilms SkateAwayProductions 
8976,en,A Lot Like Love,Comedy ,OliverMartin EmilyFriehl Nicole ,Nigel Cole,MileHighProductions KevinMessickProductions TouchstonePictures BeaconPictures 
319888,en,Eddie the Eagle,Comedy Drama History ,"Eddie""theEagle""Edwards ChuckBerghorn WarrenSharp ",Dexter Fletcher,StudioBabelsberg TwentiethCenturyFoxFilmCorporation MarvFilms SavilleProductions 
9469,en,He Got Game,Drama ,JakeShuttlesworth JesusShuttlesworth DakotaBurns ,Spike Lee,40Acres&AMuleFilmworks TouchstonePictures 
1909,en,Don Juan DeMarco,Romance Drama Comedy ,DonJuandeMarco Dr.JackMickler MarilynMickler ,Jeremy Leven,NewLineCinema AmericanZoetrope 
22971,en,Dear John,Drama Romance War ,SavannahLynnCurtis JohnTyree TimWheddon ,Lasse Hallström,ScreenGems 
34813,en,The Losers,Action Adventure Crime Mystery Thriller ,FranklinClay Aishaal-Fadhil JakeJensen ,Sylvain White,DCComics WeedRoadPictures DarkCastleEntertainment WarnerBros. DCEntertainment 
46261,en,Don't Be Afraid of the Dark,Fantasy Horror Thriller ,Kim AlexHirst SallyHirst ,Troy Nixey,MiramaxFilms GranViaProductions FilmDistrict Necropia TequilaGang 
10431,en,War,Action Thriller Crime ,Rogue SpecialAgentJackCrawford LiChang ,Philip G. Atwell,MosaicMediaGroup CurrentEntertainment Lionsgate FierceEntertainment ProvinceofBritishColumbiaProductionServicesTaxCredit RogueFilms 
8051,en,Punch-Drunk Love,Comedy Drama Romance ,BarryEgan LenaLeonard DeanTrumbell ,Paul Thomas Anderson,ColumbiaPictures NewLineCinema GhoulardiFilmCompany 
9352,en,EuroTrip,Comedy ,ScottThomas CooperHarris Jenny ,Jeff Schaffer,DreamWorksSKG TheMontecitoPictureCompany BlueSeaProductions 
10167,en,Half Past Dead,Crime Action Thriller ,SashaPetrosevitch DonaldRobertJohnson Nicolas'Nick'Frazier ,Don Michael Paul,FranchisePictures ScreenGems 
18147,en,Unaccompanied Minors,Comedy Family ,OliverPorter ZachVanBourke CharlieGoldfinch ,Paul Feig,
17170,en,"Bright Lights, Big City",Drama ,JamieConway TadAllagash Amanda ,James Bridges,UnitedArtists MirageEnterprises CSTTelecommunications StarPartners 
18975,en,The Adventures of Pinocchio,Animation Family Fantasy ,Geppetto Pinocchio Leona ,Steve Barron,NewLineCinema TheKushner-LockeCompany SavoyPictures 
15487,en,The Greatest Game Ever Played,Drama Family ,FrancisOuimet HarryVardon EddieLowery ,Bill Paxton,WaltDisneyPictures 
22825,en,The Box,Thriller Science Fiction ,NormaLewis ArthurLewis ArlingtonSteward ,Richard Kelly,MediaRightsCapital LinPictures WarnerBros. DarkoEntertainment RadarPictures 
11152,en,The Ruins,Drama Horror ,Eric JeffMcIntire Amy ,Carter Smith,SpyglassEntertainment PacificFilmandTelevisionCommission DreamWorksPictures RedHourFilms InternationaleFilmproduktionPrometheus 
1831,en,The Next Best Thing,Comedy ,AbbieReynolds RobertWhittaker BenCooper ,John Schlesinger,ParamountPictures LakeshoreEntertainment 
43931,en,My Soul to Take,Drama Horror Mystery Thriller ,"Adam""Bug""Hellerman AlexDunkelman JeromeKing ",Wes Craven,RelativityMedia Rogue 
10591,en,The Girl Next Door,Comedy ,MatthewKidman Danielle Kelly ,Luke Greenfield,RegencyEnterprises EpsilonMotionPictures NewRegencyPictures Daybreak 
10861,en,Maximum Risk,Action Adventure Thriller ,MikhailSuverov AlexMinetti Sebastien ,Ringo Lam,ColumbiaPictures 
12770,en,Stealing Harvard,Action Comedy Drama ,JohnPlummer WalterP.'Duff'Duffy ElaineWarner ,Bruce McCulloch,ColumbiaPictures ImagineEntertainment RevolutionStudios 
276907,en,Legend,Crime Thriller ,RonaldKray/ReginaldKray FrancesShea Leonard'Nipper'Read ,Brian Helgeland,WorkingTitleFilms CrossCreekPictures AntonCapitalEntertainment(ACE) 
10074,en,Hot Rod,Action Comedy ,RodKimble Denise Dave ,Akiva Schaffer,ParamountPictures 
65055,en,Shark Night,Horror Thriller ,SaraPalski DennisCrim Gordon ,David R. Ellis,IncentiveFilmedEntertainment 
10397,en,Angela's Ashes,Drama ,AngelaMcCourt MalachyMcCourt YoungFrank ,Alan Parker,ParamountPictures UniversalPictures 
