id,original_language,title,genre_list,cast_list,crew_list,comp_list,comb
14177,en,Beauty Shop,Comedy Romance ,GinaNorris Lynn Terri ,Bille Woodruff,Metro-Goldwyn-Mayer(MGM) ,Comedy Romance GinaNorris Lynn Terri Bille WoodruffMetro-Goldwyn-Mayer(MGM) en
198185,en,Million Dollar Arm,Drama ,J.B.Bernstein TomHouse BrendaPaauwe ,Craig Gillespie,WaltDisneyPictures ,Drama J.B.Bernstein TomHouse BrendaPaauwe Craig GillespieWaltDisneyPictures en
227156,en,The Giver,Drama Science Fiction ,TheGiver ChiefElder Jonas ,Phillip Noyce,TheWeinsteinCompany WaldenMedia TonikProductions AsisProductions ,Drama Science Fiction TheGiver ChiefElder Jonas Phillip NoyceTheWeinsteinCompany WaldenMedia TonikProductions AsisProductions en
10735,en,What a Girl Wants,Comedy ,DaphneReynolds HenryDashwood LibbyReynolds ,Dennie Gordon,DiNoviPictures GerberPictures GaylordFilms WarnerBros. SloaneSquareFilms HSITomorrowFilm ,Comedy DaphneReynolds HenryDashwood LibbyReynolds Dennie GordonDiNoviPictures GerberPictures GaylordFilms WarnerBros. SloaneSquareFilms HSITomorrowFilm en
11351,en,Jeepers Creepers 2,Horror Thriller ,"JackTaggart,Sr. TheCreeper Deaundre'DoubleD'Davis ",Victor Salva,UnitedArtists AmericanZoetrope MyriadPictures JeepersCreepersII ,"Horror Thriller JackTaggart,Sr. TheCreeper Deaundre'DoubleD'Davis Victor SalvaUnitedArtists AmericanZoetrope MyriadPictures JeepersCreepersII en"
10030,en,Good Luck Chuck,Comedy Drama Romance ,Dr.CharlieLogan CamWexler Dr.StuKaminsky ,Mark Helfrich,Lionsgate KarzEntertainment ,Comedy Drama Romance Dr.CharlieLogan CamWexler Dr.StuKaminsky Mark HelfrichLionsgate KarzEntertainment en
10623,en,Cradle 2 the Grave,Action Crime Drama ,Su AnthonyFait Sona ,Andrzej Bartkowiak,SilverPictures WarnerBros. ,Action Crime Drama Su AnthonyFait Sona Andrzej BartkowiakSilverPictures WarnerBros. en
590,en,The Hours,Drama ,VirginiaWoolf LauraBrown ClarissaVaughan ,Stephen Daldry,ParamountPictures MiramaxFilms ScottRudinProductions ,Drama VirginiaWoolf LauraBrown ClarissaVaughan Stephen DaldryParamountPictures MiramaxFilms ScottRudinProductions en
9655,en,She's the Man,Comedy Drama Family Romance ,Viola Duke Olivia ,Andy Fickman,DreamWorksSKG LakeshoreEntertainment ,Comedy Drama Family Romance Viola Duke Olivia Andy FickmanDreamWorksSKG LakeshoreEntertainment en
1268,en,Mr. Bean's Holiday,Family Comedy ,Mr.Bean Stepan Sabine ,Steve Bendelack,TigerAspectProductions WorkingTitleFilms ,Family Comedy Mr.Bean Stepan Sabine Steve BendelackTigerAspectProductions WorkingTitleFilms en
11237,en,Anacondas: The Hunt for the Blood Orchid,Adventure Action Horror Science Fiction Thriller ,BillJohnson SamRogers Dr.JackByron ,Dwight H. Little,ScreenGems MiddleForkProductions ,Adventure Action Horror Science Fiction Thriller BillJohnson SamRogers Dr.JackByron Dwight H. LittleScreenGems MiddleForkProductions en
190955,en,Blood Ties,Thriller Crime Drama ,ChrisPierzynski Frank Monica ,Guillaume Canet,WildBunch LGMProductions LesProductionsduTrésor MarsDistribution Canal+ FranceTélévision WorldviewEntertainment Ciné+ M6 France3Cinema CaneoFilms GrisbiProductions France4 W9 Chi-Fou-MiProductions TreasureCompany ,Thriller Crime Drama ChrisPierzynski Frank Monica Guillaume CanetWildBunch LGMProductions LesProductionsduTrésor MarsDistribution Canal+ FranceTélévision WorldviewEntertainment Ciné+ M6 France3Cinema CaneoFilms GrisbiProductions France4 W9 Chi-Fou-MiProductions TreasureCompany en
5123,en,August Rush,Drama ,AugustRush LylaNovacek LouisConnelly ,Kirsten Sheridan,WarnerBros. CJEntertainment SouthpawEntertainment ,Drama AugustRush LylaNovacek LouisConnelly Kirsten SheridanWarnerBros. CJEntertainment SouthpawEntertainment en
4518,en,Elizabeth,Drama History ,ElisabethI SirFrancisWalsingham DukeofNorfolk ,Shekhar Kapur,ChannelFourFilms PolyGramFilmedEntertainment WorkingTitleFilms ,Drama History ElisabethI SirFrancisWalsingham DukeofNorfolk Shekhar KapurChannelFourFilms PolyGramFilmedEntertainment WorkingTitleFilms en
11932,en,Bride of Chucky,Horror Comedy ,Chucky Tiffany Chucky(voice) ,Ronny Yu,UniversalPictures MidwinterProductionsInc. ,Horror Comedy Chucky Tiffany Chucky(voice) Ronny YuUniversalPictures MidwinterProductionsInc. en
11165,en,Tora! Tora! Tora!,History Action Drama Adventure War ,"AdmiralHusbandE.Kimmel Vice-AdmiralIsorokuYamamoto HenryL.Stimson,U.S.SecretaryofWar ",Richard Fleischer,TwentiethCenturyFoxFilmCorporation ,"History Action Drama Adventure War AdmiralHusbandE.Kimmel Vice-AdmiralIsorokuYamamoto HenryL.Stimson,U.S.SecretaryofWar Richard FleischerTwentiethCenturyFoxFilmCorporation en"
6116,en,Spice World,Adventure Fantasy Drama Comedy Music ,Victoria MelanieB Emma ,Bob Spiers,ColumbiaPicturesCorporation ,Adventure Fantasy Drama Comedy Music Victoria MelanieB Emma Bob SpiersColumbiaPicturesCorporation en
57431,en,The Sitter,Comedy ,Karl NoahJaybird Slater ,David Gordon Green,TwentiethCenturyFoxFilmCorporation MichaelDeLucaProductions RoughHousePictures ,Comedy Karl NoahJaybird Slater David Gordon GreenTwentiethCenturyFoxFilmCorporation MichaelDeLucaProductions RoughHousePictures en
21724,en,Dance Flick,Action Comedy Music ,Megan Thomas Charity ,Damien Dante Wayans,ParamountPictures MTVFilms WayansBros.Entertainment ,Action Comedy Music Megan Thomas Charity Damien Dante WayansParamountPictures MTVFilms WayansBros.Entertainment en
278,en,The Shawshank Redemption,Drama Crime ,AndyDufresne EllisBoyd'Red'Redding WardenSamuelNorton ,Frank Darabont,CastleRockEntertainment ,Drama Crime AndyDufresne EllisBoyd'Red'Redding WardenSamuelNorton Frank DarabontCastleRockEntertainment en
9290,en,Crocodile Dundee in Los Angeles,Adventure Comedy ,MichaelJ.'Crocodile'Dundee SueCharleton ArnanRothman ,Simon Wincer,BungalowProductions SilverLionFilms VisionViewEntertainment ,Adventure Comedy MichaelJ.'Crocodile'Dundee SueCharleton ArnanRothman Simon WincerBungalowProductions SilverLionFilms VisionViewEntertainment en
11543,en,Kingpin,Comedy ,RoyMunson IshmaelBoorg Claudia ,Bobby Farrelly,MotionPictureCorporationofAmerica Metro-Goldwyn-Mayer(MGM) ,Comedy RoyMunson IshmaelBoorg Claudia Bobby FarrellyMotionPictureCorporationofAmerica Metro-Goldwyn-Mayer(MGM) en
284536,en,The Gambler,Thriller Crime Drama ,JimBennett Frank AmyPhillips ,Rupert Wyatt,ParamountPictures ClosesttotheHoleProductions LeverageEntertainment Chartoff-WinklerProductions ,Thriller Crime Drama JimBennett Frank AmyPhillips Rupert WyattParamountPictures ClosesttotheHoleProductions LeverageEntertainment Chartoff-WinklerProductions en
152737,en,August: Osage County,Comedy Drama ,VioletWeston BarbaraWeston CharlesAiken ,John Wells,JeanDoumanianProductions SmokehousePictures ,Comedy Drama VioletWeston BarbaraWeston CharlesAiken John WellsJeanDoumanianProductions SmokehousePictures en
13374,en,Ice Princess,Drama Comedy Family ,CaseyCarlyle JoanCarlyle Ann ,Tim Fywell,WaltDisneyPictures BridgetJohnsonFilms SkateAwayProductions ,Drama Comedy Family CaseyCarlyle JoanCarlyle Ann Tim FywellWaltDisneyPictures BridgetJohnsonFilms SkateAwayProductions en
8976,en,A Lot Like Love,Comedy ,OliverMartin EmilyFriehl Nicole ,Nigel Cole,MileHighProductions KevinMessickProductions TouchstonePictures BeaconPictures ,Comedy OliverMartin EmilyFriehl Nicole Nigel ColeMileHighProductions KevinMessickProductions TouchstonePictures BeaconPictures en
319888,en,Eddie the Eagle,Comedy Drama History ,"Eddie""theEagle""Edwards ChuckBerghorn WarrenSharp ",Dexter Fletcher,StudioBabelsberg TwentiethCenturyFoxFilmCorporation MarvFilms SavilleProductions ,"Comedy Drama History Eddie""theEagle""Edwards ChuckBerghorn WarrenSharp Dexter FletcherStudioBabelsberg TwentiethCenturyFoxFilmCorporation MarvFilms SavilleProductions en"
9469,en,He Got Game,Drama ,JakeShuttlesworth JesusShuttlesworth DakotaBurns ,Spike Lee,40Acres&AMuleFilmworks TouchstonePictures ,Drama JakeShuttlesworth JesusShuttlesworth DakotaBurns Spike Lee40Acres&AMuleFilmworks TouchstonePictures en
1909,en,Don Juan DeMarco,Romance Drama Comedy ,DonJuandeMarco Dr.JackMickler MarilynMickler ,Jeremy Leven,NewLineCinema AmericanZoetrope ,Romance Drama Comedy DonJuandeMarco Dr.JackMickler MarilynMickler Jeremy LevenNewLineCinema AmericanZoetrope en
22971,en,Dear John,Drama Romance War ,SavannahLynnCurtis JohnTyree TimWheddon ,Lasse Hallström,ScreenGems ,Drama Romance War SavannahLynnCurtis JohnTyree TimWheddon Lasse HallströmScreenGems en
34813,en,The Losers,Action Adventure Crime Mystery Thriller ,FranklinClay Aishaal-Fadhil JakeJensen ,Sylvain White,DCComics WeedRoadPictures DarkCastleEntertainment WarnerBros. DCEntertainment ,Action Adventure Crime Mystery Thriller FranklinClay Aishaal-Fadhil JakeJensen Sylvain WhiteDCComics WeedRoadPictures DarkCastleEntertainment WarnerBros. DCEntertainment en
46261,en,Don't Be Afraid of the Dark,Fantasy Horror Thriller ,Kim AlexHirst SallyHirst ,Troy Nixey,MiramaxFilms GranViaProductions FilmDistrict Necropia TequilaGang ,Fantasy Horror Thriller Kim AlexHirst SallyHirst Troy NixeyMiramaxFilms GranViaProductions FilmDistrict Necropia TequilaGang en
10431,en,War,Action Thriller Crime ,Rogue SpecialAgentJackCrawford LiChang ,Philip G. Atwell,MosaicMediaGroup CurrentEntertainment Lionsgate FierceEntertainment ProvinceofBritishColumbiaProductionServicesTaxCredit RogueFilms ,Action Thriller Crime Rogue SpecialAgentJackCrawford LiChang Philip G. AtwellMosaicMediaGroup CurrentEntertainment Lionsgate FierceEntertainment ProvinceofBritishColumbiaProductionServicesTaxCredit RogueFilms en
8051,en,Punch-Drunk Love,Comedy Drama Romance ,BarryEgan LenaLeonard DeanTrumbell ,Paul Thomas Anderson,ColumbiaPictures NewLineCinema GhoulardiFilmCompany ,Comedy Drama Romance BarryEgan LenaLeonard DeanTrumbell Paul Thomas AndersonColumbiaPictures NewLineCinema GhoulardiFilmCompany en
9352,en,EuroTrip,Comedy ,ScottThomas CooperHarris Jenny ,Jeff Schaffer,DreamWorksSKG TheMontecitoPictureCompany BlueSeaProductions ,Comedy ScottThomas CooperHarris Jenny Jeff SchafferDreamWorksSKG TheMontecitoPictureCompany BlueSeaProductions en
10167,en,Half Past Dead,Crime Action Thriller ,SashaPetrosevitch DonaldRobertJohnson Nicolas'Nick'Frazier ,Don Michael Paul,FranchisePictures ScreenGems ,Crime Action Thriller SashaPetrosevitch DonaldRobertJohnson Nicolas'Nick'Frazier Don Michael PaulFranchisePictures ScreenGems en
18147,en,Unaccompanied Minors,Comedy Family ,OliverPorter ZachVanBourke CharlieGoldfinch ,Paul Feig,,Comedy Family OliverPorter ZachVanBourke CharlieGoldfinch Paul Feigen
17170,en,"Bright Lights, Big City",Drama ,JamieConway TadAllagash Amanda ,James Bridges,UnitedArtists MirageEnterprises CSTTelecommunications StarPartners ,Drama JamieConway TadAllagash Amanda James BridgesUnitedArtists MirageEnterprises CSTTelecommunications StarPartners en
18975,en,The Adventures of Pinocchio,Animation Family Fantasy ,Geppetto Pinocchio Leona ,Steve Barron,NewLineCinema TheKushner-LockeCompany SavoyPictures ,Animation Family Fantasy Geppetto Pinocchio Leona Steve BarronNewLineCinema TheKushner-LockeCompany SavoyPictures en
15487,en,The Greatest Game Ever Played,Drama Family ,FrancisOuimet HarryVardon EddieLowery ,Bill Paxton,WaltDisneyPictures ,Drama Family FrancisOuimet HarryVardon EddieLowery Bill PaxtonWaltDisneyPictures en
22825,en,The Box,Thriller Science Fiction ,NormaLewis ArthurLewis ArlingtonSteward ,Richard Kelly,MediaRightsCapital LinPictures WarnerBros. DarkoEntertainment RadarPictures ,Thriller Science Fiction NormaLewis ArthurLewis ArlingtonSteward Richard KellyMediaRightsCapital LinPictures WarnerBros. DarkoEntertainment RadarPictures en
11152,en,The Ruins,Drama Horror ,Eric JeffMcIntire Amy ,Carter Smith,SpyglassEntertainment PacificFilmandTelevisionCommission DreamWorksPictures RedHourFilms InternationaleFilmproduktionPrometheus ,Drama Horror Eric JeffMcIntire Amy Carter SmithSpyglassEntertainment PacificFilmandTelevisionCommission DreamWorksPictures RedHourFilms InternationaleFilmproduktionPrometheus en
1831,en,The Next Best Thing,Comedy ,AbbieReynolds RobertWhittaker BenCooper ,John Schlesinger,ParamountPictures LakeshoreEntertainment ,Comedy AbbieReynolds RobertWhittaker BenCooper John SchlesingerParamountPictures LakeshoreEntertainment en
43931,en,My Soul to Take,Drama Horror Mystery Thriller ,"Adam""Bug""Hellerman AlexDunkelman JeromeKing ",Wes Craven,RelativityMedia Rogue ,"Drama Horror Mystery Thriller Adam""Bug""Hellerman AlexDunkelman JeromeKing Wes CravenRelativityMedia Rogue en"
10591,en,The Girl Next Door,Comedy ,MatthewKidman Danielle Kelly ,Luke Greenfield,RegencyEnterprises EpsilonMotionPictures NewRegencyPictures Daybreak ,Comedy MatthewKidman Danielle Kelly Luke GreenfieldRegencyEnterprises EpsilonMotionPictures NewRegencyPictures Daybreak en
10861,en,Maximum Risk,Action Adventure Thriller ,MikhailSuverov AlexMinetti Sebastien ,Ringo Lam,ColumbiaPictures ,Action Adventure Thriller MikhailSuverov AlexMinetti Sebastien Ringo LamColumbiaPictures en
12770,en,Stealing Harvard,Action Comedy Drama ,JohnPlummer WalterP.'Duff'Duffy ElaineWarner ,Bruce McCulloch,ColumbiaPictures ImagineEntertainment RevolutionStudios ,Action Comedy Drama JohnPlummer WalterP.'Duff'Duffy ElaineWarner Bruce McCullochColumbiaPictures ImagineEntertainment RevolutionStudios en
276907,en,Legend,Crime Thriller ,RonaldKray/ReginaldKray FrancesShea Leonard'Nipper'Read ,Brian Helgeland,WorkingTitleFilms CrossCreekPictures AntonCapitalEntertainment(ACE) ,Crime Thriller RonaldKray/ReginaldKray FrancesShea Leonard'Nipper'Read Brian HelgelandWorkingTitleFilms CrossCreekPictures AntonCapitalEntertainment(ACE) en
10074,en,Hot Rod,Action Comedy ,RodKimble Denise Dave ,Akiva Schaffer,ParamountPictures ,Action Comedy RodKimble Denise Dave Akiva SchafferParamountPictures en
65055,en,Shark Night,Horror Thriller ,SaraPalski DennisCrim Gordon ,David R. Ellis,IncentiveFilmedEntertainment ,Horror Thriller SaraPalski DennisCrim Gordon David R. EllisIncentiveFilmedEntertainment en
10397,en,Angela's Ashes,Drama ,AngelaMcCourt MalachyMcCourt YoungFrank ,Alan Parker,ParamountPictures UniversalPictures ,Drama AngelaMcCourt MalachyMcCourt YoungFrank Alan ParkerParamountPictures UniversalPictures en
200505,en,Draft Day,Drama ,SonnyWeaverJr. Ali BrianDrew ,Ivan Reitman,SummitEntertainment Lionsgate ,Drama SonnyWeaverJr. Ali BrianDrew Ivan ReitmanSummitEntertainment Lionsgate en
11954,en,Lifeforce,Fantasy Horror Science Fiction Thriller ,Col.TomCarlsen Col.ColinCaine Dr.HansFallada ,Tobe Hooper,TriStarPictures Golan-Globus Easedram ,Fantasy Horror Science Fiction Thriller Col.TomCarlsen Col.ColinCaine Dr.HansFallada Tobe HooperTriStarPictures Golan-Globus Easedram en
60309,en,The Conspirator,Crime Drama History ,AnnaSurratt FrederickAiken EdwinStanton ,Robert Redford,WildwoodEnterprises AmericanFilmCompany ,Crime Drama History AnnaSurratt FrederickAiken EdwinStanton Robert RedfordWildwoodEnterprises AmericanFilmCompany en
9787,en,Lords of Dogtown,Drama ,Jay TonyAlva Philaine ,Catherine Hardwicke,ColumbiaPictures TriStarPictures ,Drama Jay TonyAlva Philaine Catherine HardwickeColumbiaPictures TriStarPictures en
293646,en,The 33,Drama History ,MarioSepúlveda LaurenceGolborne MaríaSegovia ,Patricia Riggen,AlconEntertainment PhoenixPictures Fabula HalfCircle ,Drama History MarioSepúlveda LaurenceGolborne MaríaSegovia Patricia RiggenAlconEntertainment PhoenixPictures Fabula HalfCircle en
6978,en,Big Trouble in Little China,Action Adventure Comedy Fantasy ,JackBurton GracieLaw WangChi ,John Carpenter,TwentiethCenturyFoxFilmCorporation TAFTEntertainmentPictures ,Action Adventure Comedy Fantasy JackBurton GracieLaw WangChi John CarpenterTwentiethCenturyFoxFilmCorporation TAFTEntertainmentPictures en
133698,fr,Fly Me to the Moon,Comedy Romance ,Isabelle Jean-Yves Corinne ,Pascal Chaumeil,TF1FilmsProduction QuadProductions ,Comedy Romance Isabelle Jean-Yves Corinne Pascal ChaumeilTF1FilmsProduction QuadProductions fr
59440,en,Warrior,Action Drama ,TomConlon TessConlon PaddyConlon ,Gavin O'Connor,SolarisFilm Lionsgate MimranSchurPictures Filmtribe ,Action Drama TomConlon TessConlon PaddyConlon Gavin O'ConnorSolarisFilm Lionsgate MimranSchurPictures Filmtribe en
1770,en,Michael Collins,Drama Thriller ,MichaelCollins HarryRoland NedBroy ,Neil Jordan,GeffenPictures WarnerBros. ,Drama Thriller MichaelCollins HarryRoland NedBroy Neil JordanGeffenPictures WarnerBros. en
10655,en,Gettysburg,War Drama History ,Col.JoshuaChamberlain Lt.Gen.JamesLongstreet Gen.RobertE.Lee ,Ronald F. Maxwell,TriStarTelevision Esparza/KatzProductions ,War Drama History Col.JoshuaChamberlain Lt.Gen.JamesLongstreet Gen.RobertE.Lee Ronald F. MaxwellTriStarTelevision Esparza/KatzProductions en
8988,en,Stop-Loss,Drama War ,BrandonKing Michelle TommyBurgess ,Kimberly Peirce,ParamountPictures ScottRudinProductions MTVFilms PeircePictures ,Drama War BrandonKing Michelle TommyBurgess Kimberly PeirceParamountPictures ScottRudinProductions MTVFilms PeircePictures en
15992,en,Abandon,Drama Mystery Thriller ,KatieBurke WadeHandler EmbryLarkin ,Stephen Gaghan,ParamountPictures SpyglassEntertainment TouchstonePictures ,Drama Mystery Thriller KatieBurke WadeHandler EmbryLarkin Stephen GaghanParamountPictures SpyglassEntertainment TouchstonePictures en
17707,en,Brokedown Palace,Drama Thriller ,AliceMarano DarleneDavis HankGreene ,Jonathan Kaplan,TwentiethCenturyFoxFilmCorporation Fox2000Pictures AdamFieldsProductions TwoGirlsProductions ,Drama Thriller AliceMarano DarleneDavis HankGreene Jonathan KaplanTwentiethCenturyFoxFilmCorporation Fox2000Pictures AdamFieldsProductions TwoGirlsProductions en
77883,en,The Possession,Horror Thriller ,Clyde Em Hannah ,Ole Bornedal,GhostHousePictures NorthBoxProductions ,Horror Thriller Clyde Em Hannah Ole BornedalGhostHousePictures NorthBoxProductions en
40001,en,Mrs. Winterbourne,Comedy Romance Drama ,"GraceWinterbourne ConnieDoyle/""PatriciaWinterbourne"" Bill/HughWinterbourne ",Richard Benjamin,TriStarPictures ,"Comedy Romance Drama GraceWinterbourne ConnieDoyle/""PatriciaWinterbourne"" Bill/HughWinterbourne Richard BenjaminTriStarPictures en"
64639,en,Straw Dogs,Drama Thriller ,DavidSumner AmySumner CharlieVenner ,Rod Lurie,BattleplanProductions ,Drama Thriller DavidSumner AmySumner CharlieVenner Rod LurieBattleplanProductions en
9903,en,The Hoax,Comedy Drama ,CliffordIrving DickSuskind EdithIrving ,Lasse Hallström,MiramaxFilms TheMarkGordonCompany YariFilmGroup BobYariProductions ,Comedy Drama CliffordIrving DickSuskind EdithIrving Lasse HallströmMiramaxFilms TheMarkGordonCompany YariFilmGroup BobYariProductions en
21338,en,Stone Cold,Action Crime Thriller ,JoeHuff/JohnStone ChainsCooper Ice ,Craig R. Baxley,StoneGroupPictures VisionInternational ,Action Crime Thriller JoeHuff/JohnStone ChainsCooper Ice Craig R. BaxleyStoneGroupPictures VisionInternational en
20766,en,The Road,Adventure Drama ,Father Boy Mother ,John Hillcoat,2929Productions DimensionFilms NickWechslerProductions ChockstonePictures ,Adventure Drama Father Boy Mother John Hillcoat2929Productions DimensionFilms NickWechslerProductions ChockstonePictures en
24264,en,Sheena,Action Adventure Comedy Fantasy Science Fiction ,"Sheena VicCasey Fletcher(""Fletch"") ",John Guillermin,ColumbiaPicturesCorporation DelphiIIProductions ColgemsProductionsLtd. ,"Action Adventure Comedy Fantasy Science Fiction Sheena VicCasey Fletcher(""Fletch"") John GuillerminColumbiaPicturesCorporation DelphiIIProductions ColgemsProductionsLtd. en"
19803,en,Underclassman,Action Comedy ,Tracy'Tre'Stokes KarenLopez RobDonovan ,Marcos Siega,MiramaxFilms ,Action Comedy Tracy'Tre'Stokes KarenLopez RobDonovan Marcos SiegaMiramaxFilms en
20309,en,Say It Isn't So,Comedy Romance ,GilbertNoble JosephineWingfield DigMcCaffrey ,J.B. Rogers,TwentiethCenturyFoxFilmCorporation ConundrumEntertainment SayItIsn'tSoProductions ,Comedy Romance GilbertNoble JosephineWingfield DigMcCaffrey J.B. RogersTwentiethCenturyFoxFilmCorporation ConundrumEntertainment SayItIsn'tSoProductions en
9912,en,The World's Fastest Indian,Drama ,BurtMunro George Sarah ,Roger Donaldson,NewZealandFilmCommission 2929Productions OLC/RightsEntertainment Tanlay NewZealandFilmProductionFund 3DogsandaPony ParkRoadPost WFIProductionsLtd. ,Drama BurtMunro George Sarah Roger DonaldsonNewZealandFilmCommission 2929Productions OLC/RightsEntertainment Tanlay NewZealandFilmProductionFund 3DogsandaPony ParkRoadPost WFIProductionsLtd. en
9067,en,Tank Girl,Action Comedy Fantasy Science Fiction ,Rebecca(TankGirl) T-Saint JetGirl ,Rachel Talalay,TrilogyEntertainmentGroup ,Action Comedy Fantasy Science Fiction Rebecca(TankGirl) T-Saint JetGirl Rachel TalalayTrilogyEntertainmentGroup en
27360,en,King's Ransom,Comedy Crime ,MalcolmKing Corey ReneeKing ,Jeffrey W. Byrd,,Comedy Crime MalcolmKing Corey ReneeKing Jeffrey W. Byrden
8338,en,Blindness,Drama Mystery Science Fiction Thriller ,Doctor'sWife Doctor Womanwithdarkglasses ,Fernando Meirelles,RhombusMedia O2Filmes TéléfilmCanada BeeVinePictures AllianceFilms AsmikAceEntertainment GAGA FoxFilmesdoBrasil Ancine BNDES CinemaInvestment CorusEntertainment MovieCentralNetwork ,Drama Mystery Science Fiction Thriller Doctor'sWife Doctor Womanwithdarkglasses Fernando MeirellesRhombusMedia O2Filmes TéléfilmCanada BeeVinePictures AllianceFilms AsmikAceEntertainment GAGA FoxFilmesdoBrasil Ancine BNDES CinemaInvestment CorusEntertainment MovieCentralNetwork en
168705,en,BloodRayne,Action Adventure Fantasy Horror ,Rayne Kagan Katarin ,Uwe Boll,BollKG ,Action Adventure Fantasy Horror Rayne Kagan Katarin Uwe BollBollKG en
72113,en,Carnage,Comedy Drama ,Nancy Penelope Alan ,Roman Polanski,WildBunch ZanagarFilms Canal+ ConstantinFilmProduktion CinéCinéma VersátilCinema SBSProductions PolskiInstytutSztukiFilmowej FranceTélévisions France2Cinéma SPIFilmStudio ,Comedy Drama Nancy Penelope Alan Roman PolanskiWildBunch ZanagarFilms Canal+ ConstantinFilmProduktion CinéCinéma VersátilCinema SBSProductions PolskiInstytutSztukiFilmowej FranceTélévisions France2Cinéma SPIFilmStudio en
9729,en,Where the Truth Lies,Drama Mystery Thriller ,Lanny Vince Karen ,Atom Egoyan,SerendipityPointFilms ,Drama Mystery Thriller Lanny Vince Karen Atom EgoyanSerendipityPointFilms en
94352,en,Cirque du Soleil: Worlds Away,Fantasy Family ,Mia TheAerialist FireBreather ,Andrew Adamson,ReelFXCreativeStudios ,Fantasy Family Mia TheAerialist FireBreather Andrew AdamsonReelFXCreativeStudios en
22256,en,Without Limits,Drama ,StevePrefontaine BillBowerman MaryMarckx ,Robert Towne,Cruise/WagnerProductions WarnerBros. ,Drama StevePrefontaine BillBowerman MaryMarckx Robert TowneCruise/WagnerProductions WarnerBros. en
12404,en,Me and Orson Welles,Comedy Drama Romance ,RichardSamuels SonjaJones OrsonWelles ,Richard Linklater,IsleofManFilm FreestyleReleasing CinemaNX ,Comedy Drama Romance RichardSamuels SonjaJones OrsonWelles Richard LinklaterIsleofManFilm FreestyleReleasing CinemaNX en
152742,en,The Best Offer,Drama Romance Crime Mystery ,VirgilOldman Robert Claire ,Giuseppe Tornatore,PacoCinematografica WarnerBros. RegioneLazio BusinessLocationSudtirolAltoAdige FriuliVeneziaGiuliaFilmCommission UniCreditGroup ,Drama Romance Crime Mystery VirgilOldman Robert Claire Giuseppe TornatorePacoCinematografica WarnerBros. RegioneLazio BusinessLocationSudtirolAltoAdige FriuliVeneziaGiuliaFilmCommission UniCreditGroup en
11699,en,The Bad Lieutenant: Port of Call - New Orleans,Drama Crime ,TerenceMcDonagh FrankieDonnenfeld SteviePruit ,Werner Herzog,SaturnFilms NuImageFilms EdwardR.PressmanFilm MillenniumFilms PolskyFilms OsirisProductions LieutenantProductions ,Drama Crime TerenceMcDonagh FrankieDonnenfeld SteviePruit Werner HerzogSaturnFilms NuImageFilms EdwardR.PressmanFilm MillenniumFilms PolskyFilms OsirisProductions LieutenantProductions en
49953,en,A Turtle's Tale: Sammy's Adventures,Animation Family ,Sammy(voice) Shelly(voice) HatchlingShelly(voice) ,Ben Stassen,MotionInvestmentGroup nWavePictures IlluminataPictures ,Animation Family Sammy(voice) Shelly(voice) HatchlingShelly(voice) Ben StassenMotionInvestmentGroup nWavePictures IlluminataPictures en
48034,fr,Little White Lies,Comedy Drama ,MaxCantara Marie VincentRibaud ,Guillaume Canet,M6Films LesProductionsduTrésor EuropaCorp ,Comedy Drama MaxCantara Marie VincentRibaud Guillaume CanetM6Films LesProductionsduTrésor EuropaCorp fr
39845,en,Love Ranch,Drama ,GraceBontempo CharlieBontempo ArmandoBruza ,Taylor Hackford,CapitolFilms RisingStar ,Drama GraceBontempo CharlieBontempo ArmandoBruza Taylor HackfordCapitolFilms RisingStar en
25353,fr,The True Story of Puss 'n Boots,Family Adventure Animation ,Lechat Lareine Laprincesse ,Jérôme Deschamps,HeroldandFamily ,Family Adventure Animation Lechat Lareine Laprincesse Jérôme DeschampsHeroldandFamily fr
36696,ru,Space Dogs,Family Animation ,Belka(voice) Venya(voice) Kazbek(voice) ,Inna Evlannikova,CNFilm ,Family Animation Belka(voice) Venya(voice) Kazbek(voice) Inna EvlannikovaCNFilm ru
109091,en,The Counselor,Thriller Crime Drama ,TheCounselor Malkina Reiner ,Ridley Scott,IngeniousMedia Fox2000Pictures ScottFreeProductions Kanzaman NickWechslerProductions BigScreenProductions ChockstonePictures Translux TSGEntertainment ,Thriller Crime Drama TheCounselor Malkina Reiner Ridley ScottIngeniousMedia Fox2000Pictures ScottFreeProductions Kanzaman NickWechslerProductions BigScreenProductions ChockstonePictures Translux TSGEntertainment en
38543,en,Ironclad,Romance Adventure Action History ,ThomasMarshall LadyIsabel Becket ,Jonathan English,RisingStar PremierePicture MythicInternationalEntertainment Film&EntertainmentVIPMedienfonds4GmbH&Co.KG(I) WalesCreativeIPFund SilverReel PerpetualMediaCapital MolinareInvestment VIP4Medienfonds ContentFilmInternational ,Romance Adventure Action History ThomasMarshall LadyIsabel Becket Jonathan EnglishRisingStar PremierePicture MythicInternationalEntertainment Film&EntertainmentVIPMedienfonds4GmbH&Co.KG(I) WalesCreativeIPFund SilverReel PerpetualMediaCapital MolinareInvestment VIP4Medienfonds ContentFilmInternational en
